InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice
50774,15,2025-04-30,3,149.04
50775,29,2026-05-17,8,42.9
50776,13,2024-11-12,8,66.58
50777,12,2024-12-15,1,81.51
50778,56,2026-04-17,5,139.96
50779,95,2025-12-24,1,32.0
50780,71,2025-09-12,4,174.11
50781,9,2024-12-15,5,277.28
50782,94,2023-07-28,5,42.4
50783,34,2023-03-30,1,32.74
50784,14,2025-03-24,7,87.92
50785,1,2026-03-12,6,336.09
50786,84,2024-04-19,5,67.43
50787,26,2024-10-30,6,118.76
50788,97,2024-10-21,4,13.25
50789,54,2026-05-18,2,134.79
50790,6,2025-12-20,12,293.87
50791,62,2023-10-26,5,115.93
50792,87,2024-03-13,1,18.2
50793,23,2025-09-12,2,93.41
50794,59,2023-08-08,6,126.58
50795,14,2026-05-02,5,102.85
50796,2,2025-03-31,10,274.07
50797,14,2024-12-05,8,49.83
50798,99,2025-07-22,5,175.43
50799,64,2026-05-01,2,16.7
50800,90,2023-07-25,4,66.2
50801,2,2026-04-20,3,305.51
50802,2,2025-03-14,10,100.26
50803,87,2025-03-17,2,87.65
50804,12,2024-06-24,2,126.65
50805,69,2024-03-13,6,63.16
50806,1,2025-05-24,2,310.04
50807,25,2024-08-18,5,134.81
50808,21,2025-06-28,3,39.23
50809,63,2026-03-25,4,127.28
50810,87,2023-11-17,2,29.22
50811,100,2026-04-03,2,27.63
50812,89,2025-09-04,4,40.81
50813,85,2024-04-12,1,156.64
50814,38,2023-04-23,1,40.5
50815,5,2026-05-22,12,164.84
50816,82,2025-06-11,6,106.05
50817,42,2023-04-21,3,29.73
50818,61,2025-09-15,4,68.78
50819,9,2025-05-10,11,94.73
50820,38,2023-01-20,2,39.78
50821,66,2025-02-08,2,66.25
50822,4,2026-01-17,10,253.7
50823,51,2026-01-22,4,85.51
50824,8,2026-04-24,9,165.34
50825,47,2023-10-01,1,78.58
50826,31,2023-09-04,1,36.67
50827,35,2023-06-17,3,27.49
50828,67,2024-10-18,3,150.3
50829,67,2026-03-14,5,140.46
50830,69,2024-02-04,6,86.93
50831,60,2025-03-08,1,68.03
50832,36,2023-08-18,3,9.25
50833,3,2025-06-19,8,108.88
50834,23,2024-11-26,4,82.13
50835,52,2024-03-28,4,17.91
50836,74,2026-05-17,4,121.94
50837,8,2025-01-19,2,223.2
50838,37,2023-05-11,3,24.32
50839,57,2024-04-07,6,108.35
50840,10,2026-05-01,11,318.33
50841,72,2024-12-09,5,165.7
50842,21,2024-09-28,5,81.61
50843,10,2025-10-18,10,160.71
50844,81,2024-09-21,6,46.95
50845,35,2023-06-22,3,18.81
50846,3,2025-10-27,10,226.47
50847,94,2025-11-20,3,105.59
50848,99,2025-12-01,5,58.61
50849,79,2024-05-12,1,14.3
50850,1,2025-05-14,5,152.08
50851,89,2023-11-24,3,34.89
50852,64,2023-09-24,2,138.11
50853,25,2026-04-06,2,102.01
50854,60,2025-09-23,6,120.01
50855,20,2025-06-15,1,140.81
50856,21,2025-01-27,1,26.62
50857,25,2026-05-06,4,138.94
50858,69,2024-08-25,5,102.92
50859,58,2023-12-19,3,86.3
50860,16,2025-07-27,2,72.15
50861,19,2025-01-31,3,45.12
50862,8,2025-10-27,4,90.78
50863,43,2023-06-19,3,29.62
50864,29,2026-05-09,6,34.11
50865,18,2025-10-14,3,90.08
50866,9,2025-11-23,10,188.92
50867,17,2025-03-11,6,66.38
50868,30,2026-03-10,8,149.58
50869,6,2025-08-07,9,144.89
50870,89,2024-03-08,3,74.83
50871,28,2025-10-26,5,28.09
50872,69,2026-01-17,5,146.48
50873,35,2023-05-12,3,12.7
50874,2,2026-06-04,4,342.34
50875,41,2023-06-11,1,13.43
50876,89,2024-09-13,4,152.06
50877,42,2023-06-15,3,36.01
50878,50,2023-09-06,6,126.63
50879,21,2024-07-09,1,35.94
50880,5,2025-07-22,10,99.02
50881,72,2025-10-25,4,86.69
50882,11,2025-11-13,7,109.16
50883,10,2025-01-16,3,284.11
50884,50,2024-02-22,3,167.77
50885,20,2025-08-06,2,60.19
50886,11,2024-12-26,8,44.54
50887,7,2025-04-27,10,159.64
50888,22,2025-12-04,1,94.19
50889,1,2026-01-08,2,234.63
50890,32,2023-07-09,2,13.4
50891,68,2026-06-03,2,80.15
50892,3,2025-08-16,5,246.56
50893,16,2025-11-28,1,131.42
50894,28,2024-07-22,2,61.33
50895,17,2025-05-15,8,143.94
50896,4,2025-02-10,3,156.99
50897,66,2025-04-06,4,86.61
50898,55,2025-04-27,5,106.37
50899,56,2024-10-15,1,63.25
50900,87,2025-07-25,4,57.04
50901,6,2025-12-03,9,204.97
50902,77,2024-01-03,5,28.5
50903,100,2024-08-25,2,161.52
50904,13,2025-10-16,2,136.51
50905,98,2024-09-27,5,108.41
50906,81,2026-03-12,3,102.39
50907,55,2025-03-06,3,76.72
50908,9,2025-12-08,10,104.45
50909,41,2023-07-26,1,38.92
50910,89,2024-05-02,2,138.73
50911,16,2025-09-22,3,116.99
50912,48,2024-11-05,2,139.45
50913,6,2025-06-30,5,91.56
50914,43,2023-08-23,2,20.52
50915,12,2025-04-11,1,147.57
50916,9,2025-08-27,12,304.0
50917,40,2023-04-07,1,20.07
50918,13,2024-12-29,5,72.04
50919,36,2023-05-04,2,24.47
50920,46,2026-01-05,5,159.95
50921,2,2025-07-05,10,253.74
50922,3,2025-04-01,7,242.55
50923,72,2026-04-01,3,132.44
50924,76,2025-11-07,2,110.43
50925,1,2025-05-14,4,234.84
50926,9,2025-04-30,2,320.52
50927,5,2026-01-20,4,219.49
50928,40,2023-07-04,3,5.74
50929,98,2024-10-05,3,171.03
50930,26,2025-07-09,8,46.32
50931,43,2023-02-16,3,37.82
50932,39,2023-06-25,2,11.71
50933,25,2025-06-13,2,53.73
50934,1,2026-05-01,5,221.13
50935,98,2024-07-17,2,112.94
50936,30,2025-11-10,1,134.72
50937,32,2023-02-03,1,24.29
50938,80,2025-12-19,1,162.48
50939,36,2023-04-20,1,32.91
50940,26,2026-04-28,7,68.81
50941,37,2023-07-16,1,15.18
50942,13,2025-11-22,5,99.79
50943,17,2024-05-22,1,113.64
50944,32,2023-06-17,3,5.29
50945,21,2024-10-20,7,70.28
50946,29,2025-11-14,5,57.66
50947,22,2025-06-25,5,148.97
50948,72,2026-04-03,5,143.24
50949,9,2025-10-11,10,210.62
50950,43,2023-02-05,3,20.93
50951,88,2026-01-19,1,137.13
50952,56,2025-10-17,1,46.46
50953,97,2023-11-03,5,114.38
50954,1,2026-03-28,3,302.28
50955,73,2024-10-16,1,20.89
50956,30,2025-06-29,1,115.56
50957,39,2023-06-02,2,33.46
50958,3,2024-12-11,12,213.48
50959,27,2026-01-18,5,49.34
50960,42,2023-06-22,1,29.61
50961,4,2025-05-11,12,80.08
50962,5,2026-01-09,8,175.34
50963,17,2024-07-24,1,117.12
50964,81,2025-07-01,3,133.44
50965,19,2024-11-30,4,100.8
50966,23,2025-07-05,1,57.64
50967,39,2023-03-29,1,25.13
50968,97,2024-12-13,5,172.64
50969,70,2024-11-29,5,92.22
50970,95,2023-09-14,4,125.87
50971,35,2023-07-21,1,20.31
50972,89,2025-04-26,6,49.09
50973,22,2025-02-08,1,112.6
50974,13,2025-04-30,7,109.21
50975,3,2025-07-12,9,164.75
50976,63,2024-08-12,2,171.01
50977,34,2023-08-12,1,34.42
50978,18,2026-02-07,4,129.37
50979,14,2026-04-07,2,140.02
50980,77,2023-10-14,5,11.13
50981,69,2025-02-01,5,63.62
50982,43,2023-02-26,3,16.21
50983,54,2025-12-02,1,99.38
50984,28,2025-06-22,1,87.81
50985,95,2024-03-22,2,87.72
50986,75,2023-08-13,3,127.17
50987,70,2025-07-29,5,27.13
50988,35,2023-03-02,1,26.94
50989,30,2025-10-07,6,70.74
50990,24,2025-06-29,6,70.63
50991,16,2026-04-17,3,147.41
50992,14,2025-12-04,5,125.51
50993,23,2024-10-15,4,43.23
50994,11,2024-09-29,3,77.69
50995,100,2025-04-26,6,97.89
50996,65,2023-10-25,3,105.56
50997,16,2025-01-30,1,51.93
50998,14,2025-02-05,8,118.07
50999,28,2025-07-10,5,68.02
51000,10,2025-05-28,5,235.75
51001,64,2026-05-30,3,65.27
51002,42,2023-04-08,2,40.59
51003,38,2023-08-11,3,43.26
51004,6,2026-01-19,8,250.44
51005,50,2024-10-29,1,37.54
51006,20,2025-06-23,5,100.67
51007,25,2025-10-30,6,118.49
51008,72,2023-09-05,2,41.26
51009,4,2025-02-20,12,147.94
51010,23,2025-09-11,2,36.94
51011,31,2023-01-22,2,25.96
51012,10,2026-01-04,4,102.76
51013,18,2024-09-21,5,80.4
51014,3,2025-12-01,2,89.49
51015,66,2025-01-27,4,89.42
51016,33,2023-06-01,3,26.57
51017,41,2023-05-25,3,30.43
51018,28,2025-09-20,5,138.62
51019,43,2023-04-04,1,22.67
51020,15,2025-11-01,5,26.32
51021,100,2026-03-06,2,68.46
51022,42,2023-05-03,2,42.88
51023,24,2024-05-22,5,99.63
51024,34,2023-04-22,2,40.29
51025,16,2024-12-26,7,128.55
51026,24,2026-02-01,4,89.58
51027,89,2025-01-20,3,58.4
51028,13,2024-09-05,3,42.08
51029,85,2026-04-22,4,56.26
51030,11,2025-11-13,3,31.2
51031,2,2026-02-22,6,152.68
51032,60,2026-04-25,1,35.62
51033,24,2025-10-07,5,123.22
51034,75,2025-05-26,6,144.54
51035,3,2026-01-06,2,151.96
51036,8,2025-08-14,4,131.89
51037,99,2024-12-10,1,30.73
51038,25,2024-06-18,4,117.2
51039,14,2026-04-12,4,84.1
51040,66,2023-10-14,2,116.96
51041,81,2026-03-31,5,30.76
51042,58,2024-10-08,3,160.88
51043,61,2023-08-19,6,83.81
51044,5,2025-08-06,11,112.31
51045,1,2026-04-01,11,291.54
51046,55,2024-12-10,3,141.04
51047,2,2025-01-31,12,247.03
51048,3,2025-04-08,10,293.7
51049,36,2023-07-13,3,36.54
51050,25,2025-06-05,4,27.67
51051,15,2025-09-23,5,137.33
51052,81,2026-04-18,3,102.26
51053,16,2025-09-06,6,65.46
51054,30,2024-10-20,3,33.61
51055,19,2026-02-27,6,81.76
51056,42,2023-06-08,1,40.32
51057,95,2023-11-26,5,50.59
51058,80,2026-05-03,4,42.28
51059,55,2025-11-05,5,58.13
51060,53,2023-12-03,1,98.94
51061,3,2025-06-25,4,315.84
51062,4,2026-01-02,3,88.59
51063,79,2024-12-25,5,129.22
51064,4,2024-12-14,11,273.82
51065,59,2023-12-30,6,93.54
51066,12,2025-07-14,6,94.75
51067,96,2025-01-14,6,19.91
51068,42,2023-01-20,1,38.38
51069,79,2024-11-04,1,27.21
51070,34,2023-03-05,1,26.05
51071,33,2023-04-17,3,34.97
51072,95,2026-02-13,6,108.02
51073,73,2024-07-23,1,38.36
51074,39,2023-05-17,2,31.3
51075,74,2025-05-14,3,163.42
51076,72,2025-05-12,6,83.2
51077,40,2023-07-16,3,13.56
51078,42,2023-04-26,2,19.4
51079,23,2025-03-02,1,115.79
51080,39,2023-03-19,1,44.74
51081,4,2024-12-23,5,311.04
51082,90,2026-06-01,3,166.25
51083,45,2023-01-10,3,11.19
51084,15,2026-01-01,3,58.12
51085,19,2025-06-28,5,36.49
51086,34,2023-03-25,3,8.09
51087,57,2024-01-31,4,150.37
51088,35,2023-05-28,1,34.23
51089,12,2025-08-02,6,68.49
51090,14,2026-01-21,4,118.46
51091,86,2025-04-04,6,75.02
51092,36,2023-03-25,3,27.6
51093,34,2023-07-07,1,7.02
51094,74,2024-01-20,5,107.79
51095,20,2025-04-24,7,43.5
51096,10,2025-08-26,2,228.0
51097,9,2025-04-13,8,288.93
51098,76,2025-10-06,5,43.68
51099,58,2024-12-05,5,114.72
51100,19,2025-12-25,7,65.43
51101,7,2025-06-14,8,178.62
51102,30,2024-11-04,1,121.21
51103,85,2026-01-07,4,115.94
51104,4,2025-05-09,5,265.05
51105,100,2023-11-08,1,29.1
51106,30,2025-03-05,3,133.59
51107,2,2024-12-24,6,201.52
51108,28,2025-11-01,4,50.48
51109,81,2024-05-04,4,115.92
51110,88,2023-10-17,1,74.02
51111,12,2026-04-28,5,50.09
51112,31,2023-01-03,2,31.19
51113,5,2025-12-04,12,310.06
51114,47,2025-09-18,3,157.46
51115,23,2025-09-23,2,137.98
51116,80,2026-05-10,1,41.69
51117,81,2024-12-07,6,13.65
51118,65,2024-06-05,3,93.29
51119,6,2025-07-30,7,248.81
51120,78,2024-12-28,3,148.02
51121,98,2025-02-12,1,170.5
51122,21,2024-08-12,7,107.12
51123,79,2024-10-27,6,114.12
51124,29,2025-03-30,3,78.31
51125,67,2024-09-15,4,102.18
51126,83,2024-09-06,5,126.29
51127,65,2024-04-21,6,129.87
51128,15,2025-12-06,3,64.69
51129,42,2023-08-03,1,12.37
51130,92,2025-11-13,1,140.12
51131,65,2025-01-30,4,136.75
51132,4,2024-12-27,3,115.52
51133,85,2024-11-03,5,55.37
51134,34,2023-01-21,3,6.04
51135,76,2026-03-06,2,95.4
51136,69,2026-04-21,2,154.86
51137,16,2025-07-07,4,53.28
51138,46,2024-10-17,3,171.53
51139,58,2026-01-04,2,21.24
51140,77,2026-02-11,6,65.23
51141,73,2025-09-06,4,141.96
51142,71,2023-10-06,5,169.65
51143,38,2023-01-11,2,38.08
51144,61,2023-10-08,5,101.44
51145,39,2023-02-18,3,43.5
51146,23,2025-03-03,5,121.71
51147,24,2024-07-09,5,101.64
51148,55,2026-01-30,4,151.08
51149,9,2025-04-18,3,128.54
51150,21,2025-08-22,8,28.11
51151,42,2023-01-24,1,40.3
51152,16,2026-05-08,2,36.4
51153,22,2025-06-12,2,90.48
51154,78,2025-09-02,5,171.46
51155,31,2023-05-25,1,41.49
51156,55,2024-07-20,2,157.7
51157,49,2026-01-18,4,62.37
51158,16,2024-12-08,2,137.32
51159,5,2026-04-25,2,203.83
51160,31,2023-03-02,3,40.31
51161,26,2024-08-04,8,76.27
51162,31,2023-03-13,1,40.29
51163,39,2023-02-07,1,6.96
51164,6,2025-01-03,2,119.25
51165,99,2024-01-15,5,60.74
51166,7,2025-09-18,4,123.56
51167,42,2023-07-21,3,28.8
51168,38,2023-08-27,3,28.16
51169,5,2025-12-24,7,179.51
51170,94,2023-11-29,4,153.36
51171,15,2025-02-20,2,111.83
51172,24,2026-01-31,4,111.98
51173,10,2025-02-28,12,222.82
51174,42,2023-06-30,3,42.36
51175,30,2025-12-24,6,57.46
51176,68,2026-05-01,2,114.43
51177,41,2023-02-16,2,24.7
51178,60,2024-08-19,6,59.38
51179,1,2025-03-31,9,248.87
51180,59,2025-11-13,5,179.83
51181,6,2025-07-06,10,297.63
51182,4,2025-02-08,6,148.69
51183,27,2024-09-08,6,120.88
51184,67,2023-09-17,4,133.15
51185,58,2026-03-27,3,151.75
51186,97,2026-04-01,1,119.76
51187,8,2026-03-19,10,321.9
51188,72,2025-03-24,6,19.52
51189,41,2023-01-05,2,27.21
51190,21,2024-10-14,6,33.28
51191,11,2026-02-15,6,147.95
51192,33,2023-02-17,3,29.23
51193,44,2023-03-22,2,33.21
51194,63,2024-11-17,4,24.76
51195,20,2024-11-10,4,90.64
51196,1,2026-02-28,5,326.61
51197,43,2023-02-09,2,41.2
51198,26,2024-10-08,5,121.94
51199,52,2024-04-16,5,125.04
51200,12,2025-10-31,8,73.45
51201,5,2025-02-28,2,265.5
51202,12,2026-03-20,2,90.07
51203,47,2024-09-21,5,138.94
51204,17,2025-04-06,5,59.58
51205,88,2024-06-06,1,56.35
51206,11,2025-05-08,2,50.82
51207,35,2023-07-25,1,42.73
51208,18,2026-02-01,3,33.91
51209,80,2023-09-17,4,18.62
51210,12,2024-08-11,2,72.95
51211,16,2025-03-30,8,102.04
51212,17,2025-09-03,2,146.71
51213,32,2023-04-27,3,23.73
51214,25,2024-12-30,8,53.96
51215,10,2026-01-06,6,326.47
51216,21,2024-06-14,6,81.66
51217,2,2025-05-24,7,209.24
51218,22,2025-07-04,3,88.49
51219,96,2023-12-12,1,65.4
51220,80,2025-11-12,4,78.14
51221,18,2025-06-12,3,146.74
51222,4,2026-02-19,11,196.41
51223,36,2023-02-14,3,32.77
51224,50,2026-04-11,6,168.25
51225,10,2025-03-10,9,167.85
51226,57,2023-12-09,3,172.5
51227,41,2023-04-08,3,35.85
51228,12,2024-10-04,2,52.2
51229,94,2024-05-15,6,147.67
51230,74,2026-01-20,5,59.56
51231,21,2026-04-10,5,96.28
51232,24,2026-01-01,6,148.79
51233,9,2025-09-28,8,308.86
51234,9,2025-12-03,2,80.23
51235,5,2026-01-08,2,143.52
51236,42,2023-04-22,2,21.24
51237,41,2023-02-18,1,23.99
51238,44,2023-02-09,2,38.6
51239,15,2026-03-09,3,26.45
51240,8,2025-04-19,12,197.92
51241,7,2026-02-09,9,321.27
51242,38,2023-07-29,3,21.96
51243,22,2026-01-24,4,48.22
51244,8,2025-09-02,5,272.28
51245,28,2024-06-22,6,29.18
51246,42,2023-05-04,2,9.53
51247,51,2025-02-11,2,134.13
51248,13,2026-02-19,2,55.65
51249,88,2025-04-19,1,126.29
51250,45,2023-01-03,2,26.4
51251,27,2025-04-19,8,96.75
51252,20,2026-04-26,5,45.94
51253,93,2025-01-03,3,133.59
51254,8,2025-01-22,11,125.65
51255,64,2025-02-26,6,116.13
51256,33,2023-07-20,3,8.07
51257,15,2025-02-02,5,59.4
51258,2,2025-05-04,11,127.15
51259,69,2024-11-14,2,54.41
51260,43,2023-03-29,3,39.48
51261,55,2024-05-30,5,168.77
51262,94,2024-11-18,4,140.96
51263,92,2025-06-25,6,38.44
51264,5,2026-03-21,3,94.18
51265,20,2025-11-11,8,118.27
51266,23,2025-11-09,8,57.83
51267,46,2026-01-24,3,167.63
51268,21,2025-11-10,1,37.17
51269,100,2025-01-28,4,113.78
51270,19,2026-01-03,2,56.92
51271,18,2026-04-08,4,89.99
51272,57,2023-08-06,3,103.09
51273,46,2024-02-17,4,26.61
51274,68,2024-12-16,2,133.29
51275,11,2026-01-13,2,32.11
51276,99,2024-03-25,2,171.58
51277,53,2024-04-11,1,155.59
51278,29,2026-04-27,3,137.0
51279,20,2024-07-31,8,107.56
51280,63,2025-05-12,4,127.68
51281,13,2025-06-10,5,122.14
51282,12,2025-02-10,5,144.45
51283,2,2025-06-24,9,344.44
51284,33,2023-02-06,3,24.68
51285,37,2023-01-28,1,29.56
51286,91,2023-12-16,3,27.56
51287,5,2026-04-24,9,85.07
51288,1,2025-08-30,2,259.44
51289,6,2026-05-12,8,235.15
51290,95,2025-10-24,4,91.28
51291,95,2023-07-26,1,101.82
51292,26,2025-05-17,2,95.91
51293,20,2026-03-08,7,31.9
51294,9,2026-03-16,7,101.72
51295,64,2023-10-08,6,44.53
51296,88,2025-09-25,2,60.81
51297,86,2024-01-09,6,71.07
51298,74,2023-10-01,6,42.21
51299,29,2024-07-18,4,86.15
51300,87,2026-01-25,3,94.95
51301,47,2025-06-10,1,67.68
51302,48,2026-02-12,4,30.09
51303,80,2024-11-08,2,135.98
51304,48,2023-08-28,6,34.07
51305,30,2026-03-10,1,55.34
51306,3,2025-10-11,12,93.49
51307,52,2023-11-27,4,113.91
51308,52,2024-10-13,1,94.51
51309,4,2026-01-16,8,171.08
51310,29,2024-12-19,3,65.2
51311,83,2024-03-23,2,67.04
51312,24,2025-12-02,3,112.04
51313,4,2025-03-13,11,90.99
51314,86,2024-06-07,5,73.94
51315,8,2025-06-02,3,81.71
51316,91,2025-02-20,6,110.93
51317,26,2026-03-01,3,50.77
51318,25,2024-11-09,7,54.91
51319,31,2023-05-08,3,12.2
51320,32,2023-03-19,3,38.06
51321,11,2025-11-08,4,48.99
51322,85,2026-05-24,3,156.66
51323,17,2024-09-07,5,31.63
51324,89,2024-06-11,4,94.58
51325,48,2025-02-22,1,119.63
51326,19,2025-08-22,6,102.1
51327,1,2024-12-30,10,127.49
51328,32,2023-07-04,1,40.8
51329,29,2026-04-08,6,77.38
51330,60,2024-02-05,1,65.44
51331,24,2024-12-26,4,71.94
51332,10,2026-02-20,9,94.67
51333,10,2025-12-18,9,128.08
51334,4,2025-09-03,12,176.82
51335,15,2024-07-15,1,111.53
51336,14,2024-11-06,8,82.32
51337,60,2024-07-02,3,112.62
51338,39,2023-08-08,1,8.46
51339,44,2023-08-03,1,28.66
51340,11,2025-01-22,7,117.02
51341,24,2026-01-10,4,136.48
51342,82,2023-10-18,1,81.02
51343,8,2026-05-28,10,89.08
51344,14,2024-08-08,8,86.91
51345,31,2023-09-01,3,34.27
51346,22,2024-08-15,5,54.88
51347,5,2024-12-25,4,269.89
51348,75,2025-10-27,2,158.61
51349,22,2024-05-16,8,112.99
51350,50,2025-05-31,4,161.88
51351,35,2023-06-28,2,35.12
51352,80,2024-01-01,5,145.06
51353,36,2023-05-12,3,42.29
51354,89,2024-03-03,3,160.96
51355,25,2024-11-10,1,70.7
51356,91,2024-09-11,1,105.33
51357,6,2026-04-04,5,225.7
51358,94,2024-09-21,5,158.09
51359,94,2025-01-17,2,64.48
51360,37,2023-04-06,2,7.18
51361,26,2025-11-10,2,83.77
51362,80,2025-08-11,3,86.84
51363,90,2026-02-11,1,42.02
51364,7,2025-02-17,4,157.86
51365,5,2026-04-23,3,268.21
51366,4,2024-12-24,10,337.07
51367,28,2025-07-19,3,84.24
51368,11,2024-06-06,5,48.63
51369,60,2025-11-09,5,119.59
51370,41,2023-05-05,3,36.47
51371,42,2023-04-24,3,38.68
51372,29,2025-03-24,3,137.29
51373,5,2025-09-22,5,210.75
51374,49,2026-02-07,2,70.03
51375,85,2025-02-23,2,131.01
51376,16,2024-09-11,3,45.16
51377,6,2025-08-24,11,114.15
51378,17,2025-05-02,1,108.19
51379,8,2026-05-31,10,343.38
51380,11,2024-10-10,7,141.38
51381,66,2026-05-24,2,10.73
51382,20,2025-12-23,8,137.0
51383,97,2026-01-10,5,133.85
51384,14,2024-10-04,8,137.52
51385,53,2024-10-13,3,14.22
51386,13,2026-03-02,6,31.88
51387,27,2025-02-23,4,122.66
51388,13,2024-08-12,8,109.63
51389,71,2026-06-01,2,93.38
51390,88,2025-12-11,3,77.58
51391,22,2025-05-09,1,60.58
51392,25,2025-08-12,2,51.96
51393,72,2025-12-04,4,59.07
51394,72,2024-01-12,2,152.04
51395,5,2026-05-22,9,346.86
51396,50,2024-01-17,5,138.54
51397,5,2026-03-19,8,127.22
51398,94,2025-09-08,2,43.87
51399,26,2025-03-20,1,127.85
51400,65,2026-02-23,4,105.08
51401,11,2026-03-01,3,57.83
51402,76,2025-02-28,1,121.15
51403,26,2025-02-22,4,28.56
51404,32,2023-05-29,3,34.82
51405,37,2023-05-02,2,30.12
51406,98,2023-08-24,1,73.44
51407,56,2025-05-04,5,19.95
51408,15,2025-02-18,6,45.41
51409,22,2025-11-08,1,61.23
51410,50,2024-07-29,5,42.95
51411,84,2025-04-27,2,102.43
51412,89,2025-07-31,3,56.15
51413,10,2024-12-14,7,302.3
51414,5,2026-01-26,7,290.28
51415,16,2025-10-12,2,52.23
51416,17,2024-08-01,2,77.17
51417,3,2025-10-16,2,209.47
51418,54,2025-06-19,4,161.25
51419,5,2025-04-01,2,281.0
51420,15,2024-12-15,4,63.43
51421,2,2025-03-25,8,266.52
51422,8,2025-03-21,8,91.48
51423,9,2025-04-01,11,96.0
51424,48,2023-08-10,1,61.28
51425,96,2024-09-12,1,166.42
51426,34,2023-01-08,1,31.82
51427,5,2025-05-14,11,173.92
51428,95,2026-05-19,6,114.2
51429,32,2023-05-16,3,35.53
51430,17,2025-11-16,5,46.47
51431,2,2026-04-01,5,328.53
51432,29,2024-09-01,3,79.96
51433,22,2025-10-23,7,78.01
51434,14,2024-09-04,6,40.45
51435,38,2023-05-23,2,33.19
51436,51,2025-09-15,3,93.93
51437,30,2025-08-12,5,110.88
51438,24,2025-07-27,5,148.12
51439,13,2025-05-26,8,142.39
51440,8,2026-02-22,12,108.4
51441,41,2023-04-12,1,9.77
51442,29,2024-11-03,2,117.68
51443,4,2026-01-18,7,134.07
51444,7,2025-09-06,9,155.2
51445,97,2025-07-18,6,170.35
51446,30,2025-10-20,7,148.44
51447,25,2025-09-28,2,40.27
51448,41,2023-07-08,1,6.19
51449,2,2025-06-02,9,263.09
51450,21,2026-02-12,3,62.84
51451,2,2026-04-19,12,282.93
51452,58,2026-04-19,3,122.56
51453,39,2023-05-19,2,37.38
51454,43,2023-08-14,1,44.63
51455,70,2025-08-28,4,63.48
51456,12,2026-03-21,1,47.11
51457,65,2025-12-18,6,37.9
51458,7,2026-04-17,9,286.28
51459,89,2026-03-20,5,107.28
51460,33,2023-03-09,3,7.23
51461,37,2023-07-16,3,32.06
51462,66,2023-10-20,1,14.78
51463,6,2024-12-28,7,298.58
51464,86,2025-12-12,3,74.7
51465,22,2026-03-23,7,68.91
51466,18,2026-04-19,5,99.07
51467,5,2024-12-21,3,171.15
51468,31,2023-04-19,2,31.31
51469,45,2023-06-28,2,15.66
51470,11,2025-06-18,6,72.22
51471,14,2026-04-06,8,37.51
51472,26,2025-03-17,6,45.83
51473,24,2024-07-31,4,87.12
51474,80,2023-10-25,2,58.85
51475,29,2026-02-13,7,125.58
51476,51,2024-01-30,6,153.51
51477,35,2023-05-16,1,27.66
51478,17,2026-03-13,6,124.46
51479,78,2025-04-21,3,83.59
51480,23,2025-08-22,5,103.12
51481,81,2024-08-05,2,159.75
51482,34,2023-07-10,3,43.48
51483,63,2025-12-24,6,100.56
51484,92,2024-09-02,6,20.18
51485,15,2026-04-16,4,43.81
51486,100,2023-11-28,4,79.74
51487,100,2025-02-26,4,55.38
51488,62,2025-10-28,6,112.21
51489,15,2025-03-28,4,28.46
51490,28,2024-06-21,7,77.75
51491,19,2025-02-23,3,28.64
51492,57,2026-04-10,6,154.93
51493,49,2025-03-21,1,63.36
51494,72,2024-01-20,3,124.18
51495,15,2025-10-09,4,38.99
51496,79,2024-12-16,6,150.93
51497,32,2023-07-17,1,28.99
51498,67,2024-11-14,5,135.33
51499,59,2024-09-30,2,28.16
